ID,Date,Water Level (m)
199-H3-25,2022-11-27,
199-H3-25,2022-11-28,
199-H3-25,2022-11-29,
199-H3-25,2022-11-30,
199-H3-25,2022-12-01,116.2160054374
199-H3-25,2022-12-02,116.1942316049
199-H3-25,2022-12-03,116.1906832122
199-H3-25,2022-12-04,116.1925076942
199-H3-25,2022-12-05,116.1896490004
199-H3-25,2022-12-06,116.18786156430001
199-H3-25,2022-12-07,116.18414154380001
199-H3-25,2022-12-08,116.18461359010001
199-H3-25,2022-12-09,116.18739956370001
199-H3-25,2022-12-10,116.170652442
199-H3-25,2022-12-11,116.19443598600002
199-H3-25,2022-12-12,116.24628202150001
199-H3-25,2022-12-13,116.35716375300001
199-H3-25,2022-12-14,116.23238015700001
199-H3-25,2022-12-15,116.16493096500001
199-H3-25,2022-12-16,116.1397470047
199-H3-25,2022-12-17,116.16345047520001
199-H3-25,2022-12-18,116.13049179080001
199-H3-25,2022-12-19,116.10196986410001
199-H3-25,2022-12-20,116.099849561
199-H3-25,2022-12-21,116.09019857700001
199-H3-25,2022-12-22,116.1051943179
199-H3-25,2022-12-23,116.13247249550001
199-H3-25,2022-12-24,116.11778521220002
199-H3-25,2022-12-25,116.12074998910002
199-H3-25,2022-12-26,116.14347536910002
199-H3-25,2022-12-27,116.14713194040002
199-H3-25,2022-12-28,116.1841762148
199-H3-25,2022-12-29,116.12301464040002
199-H3-25,2022-12-30,116.1338211974
199-H3-25,2022-12-31,116.112288703
199-H3-25,2023-01-01,116.1003056053
199-H3-25,2023-01-02,116.10594799940002
199-H3-25,2023-01-03,116.1014777772
199-H3-25,2023-01-04,116.1030795012
199-H3-25,2023-01-05,116.09375765040001
199-H3-25,2023-01-06,116.1096677659
199-H3-25,2023-01-07,116.09532182050002
199-H3-25,2023-01-08,116.09036609000002
199-H3-25,2023-01-09,116.10806837870001
199-H3-25,2023-01-10,116.17435653670002
199-H3-25,2023-01-11,116.1662445514
199-H3-25,2023-01-12,116.1746947758
199-H3-25,2023-01-13,116.1332970557
199-H3-25,2023-01-14,116.1381613589
199-H3-25,2023-01-15,116.17188205600002
199-H3-25,2023-01-16,116.14776362570001
199-H3-25,2023-01-17,116.10107248210001
199-H3-25,2023-01-18,116.1062725987
199-H3-25,2023-01-19,116.0983635467
199-H3-25,2023-01-20,116.08599798850001
199-H3-25,2023-01-21,116.0774464816
199-H3-25,2023-01-22,116.0769159518
199-H3-25,2023-01-23,116.07953586020001
199-H3-25,2023-01-24,116.0718711943
199-H3-25,2023-01-25,116.03339747140001
199-H3-25,2023-01-26,116.0473413856
199-H3-25,2023-01-27,116.068837304
199-H3-25,2023-01-28,116.07456547666088
199-H3-25,2023-01-29,116.0457604134
199-H3-25,2023-01-30,116.04482797940001
199-H3-25,2023-01-31,116.08247756120001
199-H3-25,2023-02-01,116.06716799060001
199-H3-25,2023-02-02,116.09837053170001
199-H3-25,2023-02-03,116.11290921230001
199-H3-25,2023-02-04,116.0913200759
199-H3-25,2023-02-05,116.29263436720001
199-H3-25,2023-02-06,116.3656436192
199-H3-25,2023-02-07,
199-H3-25,2023-02-08,
199-H3-25,2023-02-09,
199-H3-25,2023-02-10,116.25503149600002
199-H3-25,2023-02-11,
199-H3-25,2023-02-12,
199-H3-25,2023-02-13,
199-H3-25,2023-02-14,
199-H3-25,2023-02-15,
199-H3-25,2023-02-16,
199-H3-25,2023-02-17,116.38834245620001
199-H3-25,2023-02-18,116.78753541302858
199-H3-25,2023-02-19,116.72006007156365
199-H3-25,2023-02-20,116.49674726860002
199-H3-25,2023-02-21,116.53285369880001
199-H3-25,2023-02-22,116.24614389630001
199-H3-25,2023-02-23,115.95941855408
199-H3-25,2023-02-24,115.9620553103
199-H3-25,2023-02-25,115.9751978545
199-H3-25,2023-02-26,115.9831699874
199-H3-25,2023-02-27,115.9864400469
199-H3-25,2023-02-28,115.98679757984
199-H3-25,2023-03-01,115.9672379136
199-H3-25,2023-03-02,115.97182578860001
199-H3-25,2023-03-03,115.97751462660001
199-H3-25,2023-03-04,115.97342188650002
199-H3-25,2023-03-05,115.96104400930001
199-H3-25,2023-03-06,115.95218488300002
199-H3-25,2023-03-07,115.95084916050001
199-H3-25,2023-03-08,115.94838097900002
199-H3-25,2023-03-09,115.95134745770001
199-H3-25,2023-03-10,115.94683770040001
199-H3-25,2023-03-11,115.93245040380002
199-H3-25,2023-03-12,115.93269966946087
199-H3-25,2023-03-13,115.9373773053
199-H3-25,2023-03-14,115.9270343491
199-H3-25,2023-03-15,115.918961175
199-H3-25,2023-03-16,115.9160703248
199-H3-25,2023-03-17,115.914235124
199-H3-25,2023-03-18,115.91353891
199-H3-25,2023-03-19,115.91526280800001
199-H3-25,2023-03-20,115.91092650730002
199-H3-25,2023-03-21,115.90603465780002
199-H3-25,2023-03-22,115.90175847889999
199-H3-25,2023-03-23,115.89032902500001
199-H3-25,2023-03-24,115.89113275720001
199-H3-25,2023-03-25,115.8881859762
199-H3-25,2023-03-26,115.88478298580002
199-H3-25,2023-03-27,115.8829102946
199-H3-25,2023-03-28,115.88307097500001
199-H3-25,2023-03-29,115.87986626970002
199-H3-25,2023-03-30,115.87627851970001
199-H3-25,2023-03-31,115.87046386280001
199-H3-25,2023-04-01,115.86872596940002
199-H3-25,2023-04-02,115.86524790930001
199-H3-25,2023-04-03,115.86170355520001
199-H3-25,2023-04-04,115.85554839860002
199-H3-25,2023-04-05,115.8486629412
199-H3-25,2023-04-06,115.8430336535
199-H3-25,2023-04-07,115.83659838570001
199-H3-25,2023-04-08,115.8269000688
199-H3-25,2023-04-09,115.8192528527
199-H3-25,2023-04-10,115.8150642403
199-H3-25,2023-04-11,115.8089135922
199-H3-25,2023-04-12,115.78926687
199-H3-25,2023-04-13,115.79353252060001
199-H3-25,2023-04-14,115.78778042390002
199-H3-25,2023-04-15,115.78193268350002
199-H3-25,2023-04-16,115.7800339446
199-H3-25,2023-04-17,115.77557682880001
199-H3-25,2023-04-18,115.77012294080002
199-H3-25,2023-04-19,115.76218251980002
199-H3-25,2023-04-20,115.75710881900001
199-H3-25,2023-04-21,115.7519924589
199-H3-25,2023-04-22,115.75030732295654
199-H3-25,2023-04-23,115.74918052650001
199-H3-25,2023-04-24,115.74285724730002
199-H3-25,2023-04-25,115.73726419270001
199-H3-25,2023-04-26,115.733928017
199-H3-25,2023-04-27,115.7283519804
199-H3-25,2023-04-28,115.7294599792
199-H3-25,2023-04-29,115.7459209191
199-H3-25,2023-04-30,115.76146909730001
199-H3-25,2023-05-01,115.76431028287999
199-H3-25,2023-05-02,115.74633657740002
199-H3-25,2023-05-03,115.73282926380001
199-H3-25,2023-05-04,115.7272245379
199-H3-25,2023-05-05,115.7214123956
199-H3-25,2023-05-06,115.71940510980001
199-H3-25,2023-05-07,115.7219616833
199-H3-25,2023-05-08,115.7280925194
199-H3-25,2023-05-09,115.73603359196522
199-H3-25,2023-05-10,115.74816386610001
199-H3-25,2023-05-11,115.7621560276
199-H3-25,2023-05-12,115.77779064200001
199-H3-25,2023-05-13,115.79659884670001
199-H3-25,2023-05-14,115.8176581137
199-H3-25,2023-05-15,115.83939434443079
199-H3-25,2023-05-16,115.86088271610002
199-H3-25,2023-05-17,115.8870207004
199-H3-25,2023-05-18,115.9152419673
199-H3-25,2023-05-19,115.94691105560001
199-H3-25,2023-05-20,115.98199260850002
199-H3-25,2023-05-21,116.01907001720001
199-H3-25,2023-05-22,116.05576222220002
199-H3-25,2023-05-23,116.09319448160001
199-H3-25,2023-05-24,116.12853873400002
199-H3-25,2023-05-25,116.1608988928
199-H3-25,2023-05-26,116.1909087134
199-H3-25,2023-05-27,116.2171302383
199-H3-25,2023-05-28,116.2384409018
199-H3-25,2023-05-29,116.2556879971
199-H3-25,2023-05-30,116.2638561817143
199-H3-25,2023-06-01,116.2800943745
199-H3-25,2023-06-02,116.28238916290002
199-H3-25,2023-06-03,116.28151121190001
199-H3-25,2023-06-04,116.2784274233
199-H3-25,2023-06-05,116.2728251231
199-H3-25,2023-06-06,116.2670277255
199-H3-25,2023-06-07,116.2586479099
199-H3-25,2023-06-08,116.2480273444
199-H3-25,2023-06-09,116.2368979661
199-H3-25,2023-06-10,116.22620070530002
199-H3-25,2023-06-11,116.2177570087
199-H3-25,2023-06-12,116.20819300700002
199-H3-25,2023-06-13,116.19811921460001
199-H3-25,2023-06-14,116.1846491628
199-H3-25,2023-06-15,116.17290962570002
199-H3-25,2023-06-16,116.1661060071
199-H3-25,2023-06-17,116.1617910678
199-H3-25,2023-06-18,116.1545030585
199-H3-25,2023-06-19,116.14513261750001
199-H3-25,2023-06-20,116.13291382050001
199-H3-25,2023-06-21,116.1096602729
199-H3-25,2023-06-22,116.1173390231
199-H3-25,2023-06-23,116.110736255
199-H3-25,2023-06-24,116.1025369318
199-H3-25,2023-06-25,116.0962032005
199-H3-25,2023-06-26,116.0919894421
199-H3-25,2023-06-27,116.0863601163
199-H3-25,2023-06-28,116.07808958420001
199-H3-25,2023-06-29,116.07384644816
199-H3-25,2023-07-01,116.0596711806
199-H3-25,2023-07-02,116.0538742275
199-H3-25,2023-07-03,116.04767103950002
199-H3-25,2023-07-04,116.0415827103
199-H3-25,2023-07-05,116.03773828060001
199-H3-25,2023-07-06,116.0325752861
199-H3-25,2023-07-07,116.0281139031
199-H3-25,2023-07-08,116.0219297016
199-H3-25,2023-07-09,116.01632338820001
199-H3-25,2023-07-10,116.00803038980001
199-H3-25,2023-07-11,116.00134462720001
199-H3-25,2023-07-12,115.99647051960001
199-H3-25,2023-07-13,115.9899118332
199-H3-25,2023-07-14,115.98618355770002
199-H3-25,2023-07-15,115.9842328377
199-H3-25,2023-07-16,115.9842782275
199-H3-25,2023-07-17,115.97968767280001
199-H3-25,2023-07-18,115.97705670270001
199-H3-25,2023-07-19,115.97538145840001
199-H3-25,2023-07-20,115.97410227630002
199-H3-25,2023-07-21,115.97113936630001
199-H3-25,2023-07-22,115.96730469020001
199-H3-25,2023-07-23,115.96571455853913
199-H3-25,2023-07-24,115.9301388514
199-H3-25,2023-07-25,115.9514248896
199-H3-25,2023-07-26,115.95282751570001
199-H3-25,2023-07-27,115.9541142416
199-H3-25,2023-07-28,115.9527923367
199-H3-25,2023-07-29,115.952537060096
199-H3-25,2023-07-30,115.95025242560001
199-H3-25,2023-07-31,115.9482780963
199-H3-25,2023-08-01,115.94700222890002
199-H3-25,2023-08-02,115.9452836268
199-H3-25,2023-08-03,115.9426514629
199-H3-25,2023-08-04,115.9397317837
199-H3-25,2023-08-05,115.93743305830002
199-H3-25,2023-08-06,115.936931675
199-H3-25,2023-08-07,115.9359803053
199-H3-25,2023-08-08,115.93511731490001
199-H3-25,2023-08-09,115.93912377120002
199-H3-25,2023-08-10,115.9351928164
199-H3-25,2023-08-11,115.92956581470001
199-H3-25,2023-08-12,115.9254396609
199-H3-25,2023-08-13,115.9241490234
199-H3-25,2023-08-14,115.924848514
199-H3-25,2023-08-15,115.92296928992
199-H3-26,2022-10-03,116.3865777916
199-H3-26,2022-10-04,116.37945721909999
199-H3-26,2022-10-05,116.37279091289999
199-H3-26,2022-10-06,116.36618198529999
199-H3-26,2022-10-07,116.3591236047
199-H3-26,2022-10-08,116.3561943116
199-H3-26,2022-10-09,116.35127323939999
199-H3-26,2022-10-10,116.3463585045
199-H3-26,2022-10-11,116.33853491079999
199-H3-26,2022-10-12,116.33085005189999
199-H3-26,2022-10-13,116.3250200534
199-H3-26,2022-10-14,116.3201420088
199-H3-26,2022-10-15,116.313955534
199-H3-26,2022-10-16,116.30780234589999
199-H3-26,2022-10-17,116.302639453
199-H3-26,2022-10-18,116.2953793329
199-H3-26,2022-10-19,116.2903825052
199-H3-26,2022-10-20,116.28442750059999
199-H3-26,2022-10-21,116.2822876903
199-H3-26,2022-10-22,116.27791453420001
199-H3-26,2022-10-23,116.2699889595
199-H3-26,2022-10-24,116.2674819668
199-H3-26,2022-10-25,116.2622480555
199-H3-26,2022-10-26,116.25780692899998
199-H3-26,2022-10-27,116.2512171784
199-H3-26,2022-10-28,116.2476367817
199-H3-26,2022-10-29,116.2444937476
199-H3-26,2022-10-30,116.24227518459999
199-H3-26,2022-10-31,116.24438557408
199-H3-26,2022-11-01,116.23773048076521
199-H3-26,2022-11-02,116.22886164779999
199-H3-26,2022-11-03,116.22198223560001
199-H3-26,2022-11-04,116.2249095221
199-H3-26,2022-11-05,116.21316200838399
199-H3-26,2022-11-06,116.21085611103999
199-H3-26,2022-11-07,116.20152825059999
199-H3-26,2022-11-08,116.19331145993044
199-H3-26,2022-11-09,116.1883416374
199-H3-26,2022-11-10,116.183825191264
199-H3-26,2022-11-11,116.18356284329998
199-H3-26,2022-11-12,116.18327464219999
199-H3-26,2022-11-13,116.17729478369999
199-H3-26,2022-11-14,116.17731937089998
199-H3-26,2022-11-15,116.1738080876
199-H3-26,2022-11-16,116.1710049563
199-H3-26,2022-11-17,116.1700965507
199-H3-26,2022-11-18,116.17019967469999
199-H3-26,2022-11-19,116.1708106336
199-H3-26,2022-11-20,116.1706716321
199-H3-26,2022-11-21,116.1766018844
199-H3-26,2022-11-22,116.1815915747
199-H3-26,2022-11-23,116.1702773733
199-H3-26,2022-11-24,116.16697670679999
199-H3-26,2022-11-25,116.16842531959999
199-H3-26,2022-11-26,116.16406232349999
199-H3-26,2022-11-27,116.16956770999998
199-H3-26,2022-11-28,116.1617293208
199-H3-26,2022-11-29,116.1575603553
199-H3-26,2022-11-30,116.16768923775999
199-H3-26,2022-12-01,116.15297391540001
199-H3-26,2022-12-02,116.14595673359999
199-H3-26,2022-12-03,116.1424025751
199-H3-26,2022-12-04,116.14425464149998
199-H3-26,2022-12-05,116.1421699746
199-H3-26,2022-12-06,116.1386032939
199-H3-26,2022-12-07,116.1358177775
199-H3-26,2022-12-08,116.1357844273
199-H3-26,2022-12-09,116.135513803
199-H3-26,2022-12-10,116.13598875759999
199-H3-26,2022-12-11,116.1297008225
199-H3-26,2022-12-12,116.12437589029999
199-H3-26,2022-12-13,116.1219017525
199-H3-26,2022-12-14,116.115944119
199-H3-26,2022-12-15,116.1134585766
199-H3-26,2022-12-16,116.1135977686
199-H3-26,2022-12-17,116.1160868416
199-H3-26,2022-12-18,116.11414795799999
199-H3-26,2022-12-19,116.1084524779
199-H3-26,2022-12-20,116.10926897360001
199-H3-26,2022-12-21,116.1026708283
199-H3-26,2022-12-22,116.1059035498
199-H3-26,2022-12-23,116.11537570509999
199-H3-26,2022-12-24,116.1166830939
199-H3-26,2022-12-25,116.1196428416
199-H3-26,2022-12-26,116.1324412793
199-H3-26,2022-12-27,116.1389203113
199-H3-26,2022-12-28,116.1250169736
199-H3-26,2022-12-29,116.12379017899998
199-H3-26,2022-12-30,116.12465845259999
199-H3-26,2022-12-31,116.1156986661
199-H3-26,2023-01-01,116.10893915460001
199-H3-26,2023-01-02,116.1088511055
199-H3-26,2023-01-03,116.1023531632
199-H3-26,2023-01-04,116.09764799099999
199-H3-26,2023-01-05,116.0947497113
199-H3-26,2023-01-06,116.08820757299999
199-H3-26,2023-01-07,116.0868617667
199-H3-26,2023-01-08,116.0832546111
199-H3-26,2023-01-09,116.08031862509999
199-H3-26,2023-01-10,116.0763232305
199-H3-26,2023-01-11,116.07111259829999
199-H3-26,2023-01-12,116.069837404
199-H3-26,2023-01-13,116.0697429541
199-H3-26,2023-01-14,116.06993046960001
199-H3-26,2023-01-15,116.0665728817
199-H3-26,2023-01-16,116.0604137373
199-H3-26,2023-01-17,116.0551842583
199-H3-26,2023-01-18,116.0531608054
199-H3-26,2023-01-19,116.04587491699999
199-H3-26,2023-01-20,116.0413317587
199-H3-26,2023-01-21,116.04134170279998
199-H3-26,2023-01-22,116.0353872824
199-H3-26,2023-01-23,116.0345823691
199-H3-26,2023-01-24,116.03103656719999
199-H3-26,2023-01-25,116.02811129999999
199-H3-26,2023-01-26,116.028833168
199-H3-26,2023-01-27,116.02959880019999
199-H3-26,2023-01-28,116.0242051333913
199-H3-26,2023-01-29,116.0221338164
199-H3-26,2023-01-30,116.0216264133
199-H3-26,2023-01-31,116.02214876429998
199-H3-26,2023-02-01,116.0219921098
199-H3-26,2023-02-02,116.0218600171
199-H3-26,2023-02-03,116.0267142492
199-H3-26,2023-02-04,116.02843501029999
199-H3-26,2023-02-05,116.0299588071
199-H3-26,2023-02-06,116.0217823693
199-H3-26,2023-02-07,116.02238928959999
199-H3-26,2023-02-08,116.0163715597
199-H3-26,2023-02-09,116.01830047379998
199-H3-26,2023-02-10,116.0164060275
199-H3-26,2023-02-11,116.0154030323
199-H3-26,2023-02-12,116.0169770576
199-H3-26,2023-02-13,116.01956969909999
199-H3-26,2023-02-14,116.0100079453
199-H3-26,2023-02-15,116.00817617349999
199-H3-26,2023-02-16,116.00810359299999
199-H3-26,2023-02-17,116.0081906642
199-H3-26,2023-02-18,116.00645220316522
199-H3-26,2023-02-19,116.01421028639999
199-H3-26,2023-02-20,116.01614245169999
199-H3-26,2023-02-21,116.0166309445
199-H3-26,2023-02-22,116.0058171485
199-H3-26,2023-02-23,116.00099345939199
199-H3-26,2023-02-24,116.003586203
199-H3-26,2023-02-25,116.0126393091
199-H3-26,2023-02-26,116.0192779801
199-H3-26,2023-02-27,116.02018569989998
199-H3-26,2023-02-28,116.02195265343998
199-H3-26,2023-03-01,116.004333217
199-H3-26,2023-03-02,116.0051291514
199-H3-26,2023-03-03,116.001352273
199-H3-26,2023-03-04,116.00195218289998
199-H3-26,2023-03-05,115.99593963459999
199-H3-26,2023-03-06,115.99337683809999
199-H3-26,2023-03-07,115.9877545735
199-H3-26,2023-03-08,115.9855321497
199-H3-26,2023-03-09,115.98304435939998
199-H3-26,2023-03-10,115.9808146077
199-H3-26,2023-03-11,115.9738808522
199-H3-26,2023-03-12,115.97227811993044
199-H3-26,2023-03-13,115.9688245377
199-H3-26,2023-03-14,115.9664695259
199-H3-26,2023-03-15,115.95944810229999
199-H3-26,2023-03-16,115.9536749109
199-H3-26,2023-03-17,115.9533949267
199-H3-26,2023-03-18,115.9499400822
199-H3-26,2023-03-19,115.94782347479999
199-H3-26,2023-03-20,115.9457227678
199-H3-26,2023-03-21,115.93914205959999
199-H3-26,2023-03-22,115.93801559500001
199-H3-26,2023-03-23,115.93151612870001
199-H3-26,2023-03-24,115.92650260049999
199-H3-26,2023-03-25,115.92472260659999
199-H3-26,2023-03-26,115.920162316
199-H3-26,2023-03-27,115.9195771127
199-H3-26,2023-03-28,115.91600671089999
199-H3-26,2023-03-29,115.9134846687
199-H3-26,2023-03-30,115.9093086674
199-H3-26,2023-03-31,115.9067384922
199-H3-26,2023-04-01,115.9010720443
199-H3-26,2023-04-02,115.89926008449999
199-H3-26,2023-04-03,115.8939525513
199-H3-26,2023-04-04,115.8910664509
199-H3-26,2023-04-05,115.88502903599999
199-H3-26,2023-04-06,115.87858111899999
199-H3-26,2023-04-07,115.87118618839999
199-H3-26,2023-04-08,115.86396506999999
199-H3-26,2023-04-09,115.8578771472
199-H3-26,2023-04-10,115.8534448726
199-H3-26,2023-04-11,115.8467961686
199-H3-26,2023-04-12,115.83428510649999
199-H3-26,2023-04-13,115.8320312248
199-H3-26,2023-04-14,115.82579275619999
199-H3-26,2023-04-15,115.819234654
199-H3-26,2023-04-16,115.8171218566
199-H3-26,2023-04-17,115.81208907519999
199-H3-26,2023-04-18,115.80642829149998
199-H3-26,2023-04-19,115.7995935198
199-H3-26,2023-04-20,115.79424146039999
199-H3-26,2023-04-21,115.7916733299
199-H3-26,2023-04-22,115.78504916726955
199-H3-26,2023-04-23,115.7841464082
199-H3-26,2023-04-24,115.77718807819998
199-H3-26,2023-04-25,115.77216957159999
199-H3-26,2023-04-26,115.77088389979998
199-H3-26,2023-04-27,115.7654493539
199-H3-26,2023-04-28,115.76554798209999
199-H3-26,2023-04-29,115.77580633090001
199-H3-26,2023-04-30,115.7877358981
199-H3-26,2023-05-01,115.79043408371199
199-H3-26,2023-05-02,115.77665606250001
199-H3-26,2023-05-03,115.7650421157
199-H3-26,2023-05-04,115.75985962669999
199-H3-26,2023-05-05,115.75637481019999
199-H3-26,2023-05-06,115.7521848516
199-H3-26,2023-05-07,115.7551871824
199-H3-26,2023-05-08,115.7613913102
199-H3-26,2023-05-09,115.76733461533912
199-H3-26,2023-05-10,115.7770347384
199-H3-26,2023-05-11,115.7903214276
199-H3-26,2023-05-12,115.8045274571
199-H3-26,2023-05-13,115.82098451079999
199-H3-26,2023-05-14,115.8391934152
199-H3-26,2023-05-15,115.85938095224614
199-H3-26,2023-05-16,115.8778246562
199-H3-26,2023-05-17,115.9011084933
199-H3-26,2023-05-18,115.92596655889999
199-H3-26,2023-05-19,115.95367599039999
199-H3-26,2023-05-20,115.98504425379998
199-H3-26,2023-05-21,116.01897263400001
199-H3-26,2023-05-22,116.0536059277
199-H3-26,2023-05-23,116.08878016519999
199-H3-26,2023-05-24,116.1244139903
199-H3-26,2023-05-25,116.1569286192
199-H3-26,2023-05-26,116.18831152569999
199-H3-26,2023-05-27,116.2177351905
199-H3-26,2023-05-28,116.2420669046
199-H3-26,2023-05-29,116.2603179857
199-H3-26,2023-05-30,116.26985186662857
199-H3-26,2023-06-01,116.2929441333
199-H3-26,2023-06-02,116.2984290474
199-H3-26,2023-06-03,116.29968971289999
199-H3-26,2023-06-04,116.29999787839999
199-H3-26,2023-06-05,116.2972331519
199-H3-26,2023-06-06,116.29402466200001
199-H3-26,2023-06-07,116.28776117439999
199-H3-26,2023-06-08,116.2789250605
199-H3-26,2023-06-09,116.26858392039999
199-H3-26,2023-06-10,116.25957418479999
199-H3-26,2023-06-11,116.25208181979998
199-H3-26,2023-06-12,116.24388206479999
199-H3-26,2023-06-13,116.2356340879
199-H3-26,2023-06-14,116.2241371589
199-H3-26,2023-06-15,116.2118273029
199-H3-26,2023-06-16,116.2045192022
199-H3-26,2023-06-17,116.1986489701
199-H3-26,2023-06-18,116.1927027031
199-H3-26,2023-06-19,116.1838023653
199-H3-26,2023-06-20,116.17340987909999
199-H3-26,2023-06-21,116.15617463289999
199-H3-26,2023-06-22,116.1575122096
199-H3-26,2023-06-23,116.15184202789999
199-H3-26,2023-06-24,116.1425350234
199-H3-26,2023-06-25,116.13728895819999
199-H3-26,2023-06-26,116.1320532689
199-H3-26,2023-06-27,116.0875569647
199-H3-26,2023-06-28,116.0875061647
199-H3-26,2023-06-29,116.08711572351999
199-H3-26,2023-07-01,116.1010897037
199-H3-26,2023-07-02,116.0960905773
199-H3-26,2023-07-03,116.0887519204
199-H3-26,2023-07-04,116.08277921199999
199-H3-26,2023-07-05,116.07822983069998
199-H3-26,2023-07-06,116.0754393232
199-H3-26,2023-07-07,116.06936944709999
199-H3-26,2023-07-08,116.0630386495
199-H3-26,2023-07-09,116.0557335587
199-H3-26,2023-07-10,116.0491428937
199-H3-26,2023-07-11,116.0424217997
199-H3-26,2023-07-12,116.03643474030001
199-H3-26,2023-07-13,116.0306406193
199-H3-26,2023-07-14,116.0284717006
199-H3-26,2023-07-15,116.0229916125
199-H3-26,2023-07-16,116.02250308160001
199-H3-26,2023-07-17,116.0184263181
199-H3-26,2023-07-18,116.0154043658
199-H3-26,2023-07-19,116.015259408
199-H3-26,2023-07-20,116.01281642330001
199-H3-26,2023-07-21,116.00848414849999
199-H3-26,2023-07-22,116.00741949479999
199-H3-26,2023-07-23,116.00203008525216
199-H3-26,2023-07-24,115.9874306854
199-H3-26,2023-07-25,115.9904945858
199-H3-26,2023-07-26,115.9904972909
199-H3-26,2023-07-27,115.991571495
199-H3-26,2023-07-28,115.98919994779999
199-H3-26,2023-07-29,115.98873821948798
199-H3-26,2023-07-30,115.9876523766
199-H3-26,2023-07-31,115.9862547035
199-H3-26,2023-08-01,115.9828518909
199-H3-26,2023-08-02,115.9808355373
199-H3-26,2023-08-03,115.98029821299998
199-H3-26,2023-08-04,115.9753397774
199-H3-26,2023-08-05,115.97375913539999
199-H3-26,2023-08-06,115.9742957866
199-H3-26,2023-08-07,115.97426293169998
199-H3-26,2023-08-08,115.97234002469999
199-H3-26,2023-08-09,115.97297116571428
199-H3-26,2023-08-10,115.9699700904
199-H3-26,2023-08-11,115.96719708349998
199-H3-26,2023-08-12,115.9608875965
199-H3-26,2023-08-13,115.96047577359998
199-H3-26,2023-08-14,115.9605889306
199-H3-26,2023-08-15,115.96076886927999
199-H3-27,2023-02-14,114.87423780394286
199-H3-27,2023-02-15,114.8821321058
199-H3-27,2023-02-16,114.8873183921
199-H3-27,2023-02-17,114.8882830587
199-H3-27,2023-02-18,114.89051806267825
199-H3-27,2023-02-19,114.90415921440001
199-H3-27,2023-02-20,114.90265456920001
199-H3-27,2023-02-21,114.90797433249999
199-H3-27,2023-02-22,114.8985924615
199-H3-27,2023-02-23,114.89333198688
199-H3-27,2023-02-24,114.8955229604
199-H3-27,2023-02-25,114.90590875369999
199-H3-27,2023-02-26,114.9161298534
199-H3-27,2023-02-27,114.9164655906
199-H3-27,2023-02-28,114.91499650032002
199-H3-27,2023-03-01,114.8968623405
199-H3-27,2023-03-02,114.8952117215
199-H3-27,2023-03-03,114.8928430191
199-H3-27,2023-03-04,114.893897335
199-H3-27,2023-03-05,114.8887664207
199-H3-27,2023-03-06,114.8843622131
199-H3-27,2023-03-07,114.8821880493
199-H3-27,2023-03-08,114.88018058569999
199-H3-27,2023-03-09,114.87968620010001
199-H3-27,2023-03-10,114.88112362419999
199-H3-27,2023-03-11,114.8715136866
199-H3-27,2023-03-12,114.86916168083478
199-H3-27,2023-03-13,114.86817077990001
199-H3-27,2023-03-14,114.8640919717
199-H3-27,2023-03-15,114.8579358499
