NAME,DATE,STD_VALUE_RPTD,REVIEW_QUALIFIER,COLLECTION_PURPOSE_DESC,LAB_CODE
199-D5-145,2023-05-31,2.64,,,
199-D5-145,2023-06-15,4.48,,,
199-D5-145,2023-07-13,3.95,,,
199-D5-145,2023-08-22,4.6,,,
199-D5-146,2022-03-16,11.0,,,
199-D5-146,2022-03-21,7.31,,,
199-D5-146,2022-04-19,5.0,,,
199-D5-146,2022-05-19,4.0,,,
199-D5-146,2022-06-23,5.0,,,
199-D5-146,2022-07-28,8.0,,,
199-D5-146,2022-08-16,6.0,,,
199-D5-146,2022-09-28,12.0,,,
199-D5-146,2022-10-24,12.2,,,
199-D5-146,2022-10-26,7.0,,,
199-D5-146,2022-11-09,31.0,,,
199-D5-146,2022-12-14,11.0,,,
199-D5-146,2023-02-13,53.0,,,
199-D5-146,2023-04-20,25.5,,,
199-D5-146,2023-05-02,20.4,,,
199-D5-146,2023-05-16,28.3,,,
199-D5-146,2023-05-30,34.2,,,
199-D5-146,2023-06-21,31.5,,,
199-D5-146,2023-07-24,28.0,,,
199-D5-146,2023-08-24,34.2,,,
199-D5-149,2022-11-14,23.5,,,
199-D5-149,2023-04-20,8.31,,,
199-D5-149,2023-05-02,16.7,,,
199-D5-149,2023-05-16,16.6,,,
199-D5-149,2023-05-31,20.0,,,
199-D5-149,2023-06-13,18.1,,,
199-D5-149,2023-07-11,17.7,,,
199-D5-149,2023-08-10,27.2,,,
199-D5-149,2023-09-13,29.9,,,
199-D5-15,2022-10-31,3.34,,,
199-D5-15,2022-10-31,3.33,,,
199-D5-15,2023-04-19,3.87,,,
199-D5-15,2023-05-11,3.13,,,
199-D5-15,2023-06-15,5.05,,,
199-D5-15,2023-07-12,3.95,,,
199-D5-15,2023-08-17,5.55,,,
199-D5-15,2023-09-13,3.55,,,
199-D5-150,2022-11-14,3.24,,,
199-D5-150,2023-04-20,3.49,,,
199-D5-150,2023-04-20,2.5,,,
199-D5-150,2023-05-02,2.5,,,
199-D5-150,2023-05-16,2.5,,,
199-D5-150,2023-05-31,2.5,,,
199-D5-150,2023-06-13,2.5,,,
199-D5-150,2023-07-11,2.75,,,
199-D5-150,2023-08-10,2.63,,,
199-D5-150,2023-09-13,1.67,,,
199-D5-151,2023-02-13,40.0,,,
199-D5-151,2023-03-30,35.0,,,
199-D5-151,2023-04-20,35.3,,,
199-D5-151,2023-05-02,36.4,,,
199-D5-151,2023-05-16,36.0,,,
199-D5-151,2023-05-30,40.1,,,
199-D5-151,2023-06-21,45.5,,,
199-D5-151,2023-07-24,40.0,,,
199-D5-151,2023-08-24,37.3,,,
199-D5-152,2022-11-14,4.86,,,
199-D5-152,2023-04-20,4.51,,,
199-D5-152,2023-05-02,3.04,,,
199-D5-152,2023-05-16,3.59,,,
199-D5-152,2023-05-16,3.74,,,
199-D5-152,2023-05-31,3.72,,,
199-D5-152,2023-06-13,4.09,,,
199-D5-152,2023-07-11,5.79,,,
199-D5-152,2023-07-11,5.68,,,
199-D5-152,2023-08-10,5.39,,,
199-D5-152,2023-09-13,4.82,,,
199-D5-160,2023-03-30,1.0,,,
199-D5-160,2023-04-20,16.2,,,
199-D5-160,2023-05-02,14.5,,,
199-D5-160,2023-05-16,14.7,,,
199-D5-160,2023-05-30,4.92,,,
199-D5-160,2023-06-21,7.21,,,
199-D5-160,2023-07-24,6.77,,,
199-D5-160,2023-08-24,10.3,,,
199-D5-17,2022-10-04,5.98,,,
199-D5-17,2023-04-19,6.18,,,
199-D5-17,2023-06-15,3.5,,,
199-D5-17,2023-08-17,4.98,,,
199-D5-33,2022-11-15,2.5,,,
199-D5-33,2023-04-19,2.5,,,
199-D5-33,2023-05-09,2.5,,,
199-D5-33,2023-06-19,2.5,,,
199-D5-33,2023-07-12,2.5,,,
199-D5-33,2023-08-22,2.5,,,
199-D5-33,2023-09-13,1.3,,,
199-D5-34,2022-01-19,8.0,,,
199-D5-34,2022-02-03,9.0,,,
199-D5-34,2022-02-15,12.0,,,
199-D5-34,2022-03-16,10.0,,,
199-D5-34,2022-04-19,7.0,,,
199-D5-34,2022-05-19,4.0,,,
199-D5-34,2022-06-23,12.0,,,
199-D5-34,2022-07-28,14.0,,,
199-D5-34,2022-08-16,11.0,,,
199-D5-34,2022-09-28,26.0,,,
199-D5-34,2022-10-24,11.5,,,
199-D5-34,2022-10-26,10.0,,,
199-D5-34,2022-11-09,14.0,,,
199-D5-34,2022-12-14,14.0,,,
199-D5-34,2023-02-13,9.0,,,
199-D5-34,2023-03-30,13.0,,,
199-D5-34,2023-04-12,7.27,,,
199-D5-34,2023-05-16,8.14,,,
199-D5-34,2023-06-21,8.68,,,
199-D5-34,2023-06-21,7.92,,,
199-D5-34,2023-07-24,10.0,,,
199-D5-34,2023-08-24,9.81,,,
199-D5-36,2022-10-04,2.5,,,
199-D5-36,2023-05-11,2.5,,,
199-D5-36,2023-08-22,2.5,,,
199-D5-37,2022-11-15,8.53,,,
199-D5-37,2023-04-19,4.8,,,
199-D5-37,2023-05-11,3.43,,,
199-D5-37,2023-06-19,4.15,,,
199-D5-37,2023-07-12,3.66,,,
199-D5-37,2023-08-22,10.2,,,
199-D5-38,2022-11-15,4.06,,,
199-D5-38,2023-05-11,2.5,,,
199-D5-38,2023-08-22,3.83,,,
199-D5-39,2022-01-11,3.86,,,
199-D5-39,2022-01-19,6.0,,,
199-D5-39,2022-02-03,6.0,,,
199-D5-39,2022-03-16,7.0,,,
199-D5-39,2022-04-19,5.0,,,
199-D5-39,2022-05-19,3.0,,,
199-D5-39,2022-06-23,2.0,,,
199-D5-39,2022-07-28,8.0,,,
199-D5-39,2022-08-16,9.0,,,
199-D5-39,2022-09-28,10.0,,,
199-D5-39,2022-10-24,4.32,,,
199-D5-39,2022-10-26,0.0,,,
199-D5-39,2022-11-09,4.0,,,
199-D5-39,2022-12-14,5.0,,,
199-D5-39,2023-02-13,5.0,,,
199-D5-39,2023-03-30,10.0,,,
199-D5-39,2023-04-12,5.74,,,
199-D5-39,2023-05-16,5.07,,,
199-D5-39,2023-06-21,4.75,,,
199-D5-39,2023-07-24,5.29,,,
199-D5-41,2022-10-31,21.1,,,
199-D5-41,2023-04-20,23.4,,,
199-D5-41,2023-05-09,24.1,,,
199-D5-41,2023-06-19,32.5,,,
199-D5-41,2023-07-12,30.8,,,
199-D5-41,2023-08-22,31.9,,,
199-D5-41,2023-09-13,28.1,,,
199-D5-43,2022-11-11,2.59,,,
199-D5-43,2023-04-19,2.5,,,
199-D5-43,2023-05-11,2.5,,,
199-D5-43,2023-06-15,2.5,,,
199-D5-43,2023-07-13,2.5,,,
199-D5-43,2023-08-22,2.5,,,
199-D5-44,2022-11-11,22.2,,,
199-D5-44,2023-04-19,20.2,,,
199-D5-44,2023-05-09,24.9,,,
199-D5-44,2023-06-19,25.5,,,
199-D5-44,2023-07-13,26.9,,,
199-D5-44,2023-08-22,26.2,,,
199-D5-44,2023-09-13,19.3,,,
35-S,2023-04-19,2.5,,,
AT-D-1-M,2022-11-14,2.5,,,
AT-D-1-M,2023-04-19,2.5,,,
AT-D-1-M,2023-06-26,2.5,,,
AT-D-1-M,2023-07-19,2.5,,,
AT-D-1-M,2023-07-25,2.5,,,
AT-D-1-M,2023-08-22,2.5,,,
C6272,2023-04-19,2.5,,,
C6272,2023-06-26,2.5,,,
C6272,2023-07-19,2.5,,,
C6272,2023-07-25,2.5,,,
C6272,2023-08-22,2.5,,,
199-D1-1,2021-05-20,3.51,,Characterization,RJ LEE
199-D1-1,2021-05-20,3.34,,Characterization,RJ LEE
199-D1-1,2021-12-10,2.84,,"Routine (i.e., repetitive)",RJ LEE
199-D1-1,2022-05-18,4.31,,"Routine (i.e., repetitive)",RJ LEE
199-D1-1,2022-08-04,4.24,,"Routine (i.e., repetitive)",RJ LEE
199-D1-1,2022-11-14,5.03,,"Routine (i.e., repetitive)",RJ LEE
199-D1-1,2023-02-28,7.07,,"Routine (i.e., repetitive)",RJ LEE
199-D1-1,2023-04-19,6.89,,Special Studies,RJ LEE
199-D1-1,2023-04-19,7.02,,Special Studies,RJ LEE
199-D1-1,2023-05-11,6.83,,Special Studies,RJ LEE
199-D1-1,2023-05-23,7.82,,"Routine (i.e., repetitive)",RJ LEE
199-D1-1,2023-06-13,7.85,,Special Studies,RJ LEE
199-D1-1,2023-07-11,8.32,,"Routine (i.e., repetitive)",RJ LEE
199-D1-1,2023-08-10,7.7,,"Routine (i.e., repetitive)",RJ LEE
199-D1-1,2023-09-13,6.34,,"Routine (i.e., repetitive)",GEL
199-D1-1,2023-10-12,7.21,,Special Studies,RJ LEE
199-D1-1,2023-11-05,7.02,,"Routine (i.e., repetitive)",RJ LEE
199-D2-11,2014-01-31,12.2,,"Routine (i.e., repetitive)",WSCF
199-D2-11,2014-02-07,13.7,,"Routine (i.e., repetitive)",WSCF
199-D2-11,2014-03-07,15.0,,Special Studies,WSCF
199-D2-11,2014-03-21,11.7,,"Routine (i.e., repetitive)",WSCF
199-D2-11,2014-04-04,15.7,,"Routine (i.e., repetitive)",WSCF
199-D2-11,2014-04-18,14.9,,"Routine (i.e., repetitive)",WSCF
199-D2-11,2014-04-30,16.7,,"Routine (i.e., repetitive)",WSCF
199-D2-11,2014-05-15,20.0,AY,"Routine (i.e., repetitive)",TARL
199-D2-11,2014-06-12,8.0,G,"Routine (i.e., repetitive)",TARL
199-D2-11,2014-07-10,8.0,,"Routine (i.e., repetitive)",TARL
199-D2-11,2014-07-24,8.0,,"Routine (i.e., repetitive)",TARL
199-D2-11,2014-08-07,8.0,,"Routine (i.e., repetitive)",TARL
199-D2-11,2014-08-21,8.0,,"Routine (i.e., repetitive)",TARL
199-D2-11,2014-09-04,8.0,,"Routine (i.e., repetitive)",TARL
199-D2-11,2014-11-14,5.5,,"Routine (i.e., repetitive)",TARL
199-D2-11,2015-02-05,2.0,,"Routine (i.e., repetitive)",TARL
199-D2-11,2015-02-05,2.1,,"Routine (i.e., repetitive)",TARL
199-D2-11,2015-05-18,1.6,,"Routine (i.e., repetitive)",TARL
199-D2-11,2015-05-18,1.5,,"Routine (i.e., repetitive)",TARL
199-D2-11,2015-08-13,1.5,,"Routine (i.e., repetitive)",TARL
199-D2-11,2015-11-11,1.5,H,"Routine (i.e., repetitive)",TARL
199-D2-11,2015-11-11,2.2,H,"Routine (i.e., repetitive)",TARL
199-D2-11,2016-02-16,1.5,H,"Routine (i.e., repetitive)",TARL
199-D2-11,2016-02-16,3.4,H,"Routine (i.e., repetitive)",TARL
199-D2-11,2016-05-22,1.8,,"Routine (i.e., repetitive)",TARL
199-D2-11,2016-05-22,1.5,,"Routine (i.e., repetitive)",TARL
199-D2-11,2016-11-08,1.5,,"Routine (i.e., repetitive)",TARL
199-D2-11,2017-11-07,1.5,,"Routine (i.e., repetitive)",TARL
199-D2-11,2018-11-09,1.5,,"Routine (i.e., repetitive)",TARL
199-D2-11,2019-10-25,3.0,H,"Routine (i.e., repetitive)",GEL
199-D2-11,2020-10-30,2.54,,"Routine (i.e., repetitive)",RJ LEE
199-D2-11,2021-11-12,2.5,,"Routine (i.e., repetitive)",RJ LEE
199-D2-11,2023-04-19,2.5,,Special Studies,RJ LEE
199-D2-11,2023-06-15,2.5,,Special Studies,RJ LEE
199-D2-11,2023-08-17,3.52,,"Routine (i.e., repetitive)",RJ LEE
199-D2-11,2023-10-13,2.61,,Special Studies,RJ LEE
199-D2-14,2021-05-13,3.8,,Characterization,RJ LEE
199-D2-14,2021-05-13,2.7,,Characterization,RJ LEE
199-D2-14,2022-05-18,2.5,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2022-08-04,2.86,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2022-11-14,4.28,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-02-28,5.08,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-04-20,4.49,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-05-02,3.63,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-05-02,3.23,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-05-11,3.6,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-05-16,4.03,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-05-31,7.58,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-06-13,12.5,,Special Studies,RJ LEE
199-D2-14,2023-06-13,12.6,,Special Studies,RJ LEE
199-D2-14,2023-07-11,23.4,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-08-10,45.4,,"Routine (i.e., repetitive)",RJ LEE
199-D2-14,2023-09-13,46.5,,"Routine (i.e., repetitive)",GEL
199-D2-14,2023-10-13,49.6,,Special Studies,RJ LEE
199-D2-14,2023-11-28,70.2,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2014-01-22,1030.0,,"Routine (i.e., repetitive)",WSCF
199-D5-103,2014-01-31,585.0,,"Routine (i.e., repetitive)",WSCF
199-D5-103,2014-02-14,474.0,,"Routine (i.e., repetitive)",WSCF
199-D5-103,2014-03-07,797.0,,Special Studies,WSCF
199-D5-103,2014-03-21,663.0,,"Routine (i.e., repetitive)",WSCF
199-D5-103,2014-04-04,871.0,,"Routine (i.e., repetitive)",WSCF
199-D5-103,2014-04-18,947.0,,"Routine (i.e., repetitive)",WSCF
199-D5-103,2014-04-30,785.0,,"Routine (i.e., repetitive)",WSCF
199-D5-103,2014-12-17,307.0,Q,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-01-16,245.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-02-19,206.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-02-19,208.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-03-24,183.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-03-24,184.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-04-16,169.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-04-16,168.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-05-18,134.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-05-18,138.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-06-18,103.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-06-18,106.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-07-17,102.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-07-17,103.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-08-13,89.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-09-11,78.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-09-11,79.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-10-09,45.0,Q,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-10-09,71.0,Q,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-10-09,60.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-11-01,73.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-11-01,75.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-12-18,57.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2015-12-18,58.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-01-14,54.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-01-14,57.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-02-03,56.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-03-14,53.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-03-14,56.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-04-11,54.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-05-24,43.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-05-24,44.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-06-17,65.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-07-20,45.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-11-14,630.0,G,"Routine (i.e., repetitive)",TARL
199-D5-103,2016-11-14,640.0,G,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-02-22,540.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-04-14,280.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-04-14,270.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-05-02,240.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-05-02,230.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-05-02,250.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-06-13,340.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-06-13,330.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-07-20,290.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-07-20,280.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-08-10,330.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-09-22,530.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-09-22,540.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-10-19,660.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-10-19,670.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-11-16,640.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-11-16,680.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-12-08,720.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2017-12-08,730.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-01-17,800.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-01-17,790.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-02-21,430.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-02-21,440.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-03-19,250.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-04-24,140.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-05-16,90.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-05-16,91.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-06-27,67.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-06-27,66.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-09-20,230.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-10-08,270.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2018-10-11,248.0,,In Process,FIELD
199-D5-103,2018-11-07,202.0,,In Process,FIELD
199-D5-103,2018-11-14,181.0,,In Process,FIELD
199-D5-103,2018-11-20,162.0,,In Process,FIELD
199-D5-103,2018-11-29,156.0,,In Process,FIELD
199-D5-103,2018-12-03,153.0,,In Process,FIELD
199-D5-103,2018-12-11,141.0,,In Process,FIELD
199-D5-103,2018-12-19,140.0,,In Process,FIELD
199-D5-103,2018-12-27,131.0,,In Process,FIELD
199-D5-103,2019-01-03,122.0,,In Process,FIELD
199-D5-103,2019-01-10,125.0,,In Process,FIELD
199-D5-103,2019-01-10,120.0,,"Routine (i.e., repetitive)",TARL
199-D5-103,2019-01-16,122.0,,In Process,FIELD
199-D5-103,2019-01-24,129.0,,In Process,FIELD
199-D5-103,2019-01-28,116.0,,In Process,FIELD
199-D5-103,2019-02-07,125.0,,In Process,FIELD
199-D5-103,2019-02-21,125.0,,In Process,FIELD
199-D5-103,2019-02-26,122.0,,In Process,FIELD
199-D5-103,2019-03-06,116.0,,In Process,FIELD
199-D5-103,2019-03-11,118.0,,In Process,FIELD
199-D5-103,2019-03-18,107.0,,In Process,FIELD
199-D5-103,2019-03-28,101.0,,In Process,FIELD
199-D5-103,2019-04-01,104.0,,In Process,FIELD
199-D5-103,2019-04-11,86.0,,In Process,FIELD
199-D5-103,2019-04-15,84.0,,In Process,FIELD
199-D5-103,2019-04-16,78.1,,"Routine (i.e., repetitive)",GEL
199-D5-103,2019-04-22,75.0,,In Process,FIELD
199-D5-103,2019-04-29,88.0,,In Process,FIELD
199-D5-103,2019-05-09,68.0,,In Process,FIELD
199-D5-103,2019-05-15,61.0,,In Process,FIELD
199-D5-103,2019-05-21,55.0,,In Process,FIELD
199-D5-103,2019-05-30,53.0,,In Process,FIELD
199-D5-103,2019-06-06,51.0,,In Process,FIELD
199-D5-103,2019-06-12,52.0,,In Process,FIELD
199-D5-103,2019-06-17,50.0,,In Process,FIELD
199-D5-103,2019-06-25,48.0,,In Process,FIELD
199-D5-103,2019-07-01,42.0,,In Process,FIELD
199-D5-103,2019-07-11,44.0,,In Process,FIELD
199-D5-103,2019-07-17,39.0,,In Process,FIELD
199-D5-103,2019-07-22,39.0,,In Process,FIELD
199-D5-103,2019-07-29,35.2,,"Routine (i.e., repetitive)",GEL
199-D5-103,2019-08-01,36.0,,In Process,FIELD
199-D5-103,2019-08-05,38.0,,In Process,FIELD
199-D5-103,2019-08-15,31.0,,In Process,FIELD
199-D5-103,2019-08-19,33.0,,In Process,FIELD
199-D5-103,2019-08-26,31.0,,In Process,FIELD
199-D5-103,2019-09-09,30.0,,In Process,FIELD
199-D5-103,2019-09-17,35.0,,In Process,FIELD
199-D5-103,2019-10-07,30.0,,In Process,FIELD
199-D5-103,2019-10-30,22.2,H,"Routine (i.e., repetitive)",GEL
199-D5-103,2019-11-07,34.0,,In Process,FIELD
199-D5-103,2019-12-16,16.0,,In Process,FIELD
199-D5-103,2020-01-07,15.0,,In Process,FIELD
199-D5-103,2020-01-14,21.3,H,"Routine (i.e., repetitive)",GEL
199-D5-103,2020-02-13,25.0,,In Process,FIELD
199-D5-103,2020-03-03,18.0,,In Process,FIELD
199-D5-103,2020-08-31,25.9,,"Routine (i.e., repetitive)",GEL
199-D5-103,2020-08-31,26.1,,"Routine (i.e., repetitive)",GEL
199-D5-103,2020-09-23,37.0,,In Process,FIELD
199-D5-103,2020-10-06,23.9,,"Routine (i.e., repetitive)",GEL
199-D5-103,2020-10-15,42.0,,In Process,FIELD
199-D5-103,2020-11-12,31.0,,In Process,FIELD
199-D5-103,2021-01-13,22.8,H,"Routine (i.e., repetitive)",GEL
199-D5-103,2021-01-21,32.0,,In Process,FIELD
199-D5-103,2021-02-10,27.0,,In Process,FIELD
199-D5-103,2021-03-10,28.0,,In Process,FIELD
199-D5-103,2021-04-07,51.0,,In Process,FIELD
199-D5-103,2021-04-13,72.9,H,"Routine (i.e., repetitive)",GEL
199-D5-103,2021-05-12,103.0,,In Process,FIELD
199-D5-103,2021-06-02,92.0,,In Process,FIELD
199-D5-103,2021-07-13,89.98,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2021-07-15,93.0,,In Process,FIELD
199-D5-103,2021-08-26,71.0,,In Process,FIELD
199-D5-103,2021-09-23,52.0,,In Process,FIELD
199-D5-103,2021-10-19,41.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2021-10-19,41.9,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,2021-10-27,50.0,,In Process,FIELD
199-D5-103,2021-12-28,43.0,,In Process,FIELD
