NAME,DATE,STD_VALUE_RPTD,REVIEW_QUALIFIER,COLLECTION_PURPOSE_DESC,LAB_CODE
199-D5-103,3/3/2020,18,,In Process,FIELD
199-D5-103,8/31/2020,25.9,,"Routine (i.e., repetitive)",GEL
199-D5-103,8/31/2020,26.1,,"Routine (i.e., repetitive)",GEL
199-D5-103,9/23/2020,37,,In Process,FIELD
199-D5-103,9/23/2020,37,,In Process,FIELD
199-D5-103,10/6/2020,23.9,,"Routine (i.e., repetitive)",GEL
199-D5-103,10/15/2020,42,,In Process,FIELD
199-D5-103,10/15/2020,42,,In Process,FIELD
199-D5-103,11/12/2020,31,,In Process,FIELD
199-D5-103,11/12/2020,31,,In Process,FIELD
199-D5-103,1/13/2021,22.8,H,"Routine (i.e., repetitive)",GEL
199-D5-103,1/21/2021,32,,In Process,FIELD
199-D5-103,1/21/2021,32,,In Process,FIELD
199-D5-103,2/10/2021,27,,In Process,FIELD
199-D5-103,2/10/2021,27,,In Process,FIELD
199-D5-103,3/10/2021,28,,In Process,FIELD
199-D5-103,3/10/2021,28,,In Process,FIELD
199-D5-103,4/7/2021,51,,In Process,FIELD
199-D5-103,4/7/2021,51,,In Process,FIELD
199-D5-103,4/13/2021,72.9,H,"Routine (i.e., repetitive)",GEL
199-D5-103,5/12/2021,103,,In Process,FIELD
199-D5-103,5/12/2021,103,,In Process,FIELD
199-D5-103,6/2/2021,92,,In Process,FIELD
199-D5-103,6/2/2021,92,,In Process,FIELD
199-D5-103,7/13/2021,89.98,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,7/15/2021,93,,In Process,FIELD
199-D5-103,7/15/2021,93,,In Process,FIELD
199-D5-103,8/26/2021,71,,In Process,FIELD
199-D5-103,9/23/2021,52,,In Process,FIELD
199-D5-103,10/19/2021,41.8,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,10/19/2021,41.9,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,10/27/2021,50,,In Process,FIELD
199-D5-103,12/28/2021,43,,In Process,FIELD
199-D5-103,1/11/2022,34.6,,,
199-D5-103,1/11/2022,33.2,,,
199-D5-103,1/11/2022,33.2,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,1/11/2022,34.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,1/19/2022,32,,,
199-D5-103,1/19/2022,32,,In Process,FIELD
199-D5-103,2/3/2022,32,,,
199-D5-103,2/3/2022,32,,In Process,FIELD
199-D5-103,3/16/2022,35,,,
199-D5-103,3/16/2022,35,,In Process,FIELD
199-D5-103,4/19/2022,38,,,
199-D5-103,4/19/2022,38,,In Process,FIELD
199-D5-103,5/19/2022,21,,,
199-D5-103,5/19/2022,21,,In Process,FIELD
199-D5-103,6/23/2022,24,,,
199-D5-103,6/23/2022,24,,In Process,FIELD
199-D5-103,7/28/2022,28,,,
199-D5-103,7/28/2022,28,,In Process,FIELD
199-D5-103,8/16/2022,25,,,
199-D5-103,8/16/2022,25,,In Process,FIELD
199-D5-103,9/28/2022,28,,,
199-D5-103,9/28/2022,28,,In Process,FIELD
199-D5-103,10/24/2022,23.6,,,
199-D5-103,10/24/2022,23.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,10/26/2022,19,,,
199-D5-103,10/26/2022,19,,In Process,FIELD
199-D5-103,11/9/2022,26,,,
199-D5-103,11/9/2022,26,,In Process,FIELD
199-D5-103,12/14/2022,28,,,
199-D5-103,12/14/2022,28,,In Process,FIELD
199-D5-103,2/13/2023,32,,,
199-D5-103,2/13/2023,32,,In Process,FIELD
199-D5-103,3/30/2023,114,,,
199-D5-103,3/30/2023,114,,In Process,FIELD
199-D5-103,4/20/2023,110,,,
199-D5-103,4/20/2023,110,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,5/2/2023,102,,,
199-D5-103,5/2/2023,102,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,5/30/2023,56.1,,,
199-D5-103,5/30/2023,54.7,,,
199-D5-103,5/30/2023,56.1,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,5/30/2023,54.7,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,6/21/2023,43.5,,,
199-D5-103,6/21/2023,43.5,,Special Studies,RJ LEE
199-D5-103,7/24/2023,53.6,,,
199-D5-103,7/24/2023,53.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,8/24/2023,32.6,,,
199-D5-103,8/24/2023,32.6,,"Routine (i.e., repetitive)",RJ LEE
199-D5-103,9/28/2023,34.8,,"Routine (i.e., repetitive)",GEL
199-D5-103,12/11/2023,33.9,,Special Studies,RJ LEE
199-D5-104,1/2/2014,3376,,In Process,FIELD
199-D5-104,1/15/2014,3290,,"Routine (i.e., repetitive)",WSCF
199-D5-104,1/30/2014,3440,,"Routine (i.e., repetitive)",WSCF
199-D5-104,2/20/2014,3616,,In Process,FIELD
199-D5-104,2/26/2014,3370,GQ,"Routine (i.e., repetitive)",TARL
199-D5-104,3/4/2014,3408,,In Process,FIELD
199-D5-104,3/6/2014,3250,G,Special Studies,WSCF
199-D5-104,3/20/2014,3210,,"Routine (i.e., repetitive)",WSCF
199-D5-104,4/1/2014,2608,,In Process,FIELD
199-D5-104,4/3/2014,2560,,"Routine (i.e., repetitive)",WSCF
199-D5-104,4/17/2014,2000,,"Routine (i.e., repetitive)",WSCF
199-D5-104,4/17/2014,1910,,"Routine (i.e., repetitive)",WSCF
199-D5-104,4/30/2014,1790,,"Routine (i.e., repetitive)",WSCF
199-D5-104,5/6/2014,1936,,In Process,FIELD
199-D5-104,6/12/2014,1424,,In Process,FIELD
199-D5-104,7/2/2014,1808,,In Process,FIELD
199-D5-104,8/6/2014,2288,,In Process,FIELD
199-D5-104,9/10/2014,1696,,In Process,FIELD
199-D5-104,10/2/2014,1280,,In Process,FIELD
199-D5-104,10/29/2014,790,,"Routine (i.e., repetitive)",TARL
199-D5-104,10/29/2014,799,,"Routine (i.e., repetitive)",TARL
199-D5-104,11/20/2014,528,,In Process,FIELD
199-D5-104,11/25/2014,540,,In Process,FIELD
199-D5-104,12/2/2014,515,,In Process,FIELD
199-D5-104,12/10/2014,483,,In Process,FIELD
199-D5-104,12/15/2014,469,Q,"Routine (i.e., repetitive)",TARL
199-D5-104,12/16/2014,472,,In Process,FIELD
199-D5-104,12/29/2014,465,,In Process,FIELD
199-D5-104,1/8/2015,440,,In Process,FIELD
199-D5-104,1/15/2015,430,,In Process,FIELD
199-D5-104,1/19/2015,432,,In Process,FIELD
199-D5-104,1/27/2015,408,,In Process,FIELD
199-D5-104,1/28/2015,404,,"Routine (i.e., repetitive)",TARL
199-D5-104,1/28/2015,399,,"Routine (i.e., repetitive)",TARL
199-D5-104,2/3/2015,393,,In Process,FIELD
199-D5-104,2/10/2015,376,,In Process,FIELD
199-D5-104,2/19/2015,312,,In Process,FIELD
199-D5-104,2/24/2015,318,,"Routine (i.e., repetitive)",TARL
199-D5-104,2/24/2015,317,,"Routine (i.e., repetitive)",TARL
199-D5-104,2/25/2015,318,,In Process,FIELD
199-D5-104,3/5/2015,330,,In Process,FIELD
199-D5-104,3/10/2015,328,,In Process,FIELD
199-D5-104,3/26/2015,312,,In Process,FIELD
199-D5-104,3/30/2015,320,,In Process,FIELD
199-D5-104,3/31/2015,310,,"Routine (i.e., repetitive)",TARL
199-D5-104,4/6/2015,304,,In Process,FIELD
199-D5-104,4/14/2015,307,,"Routine (i.e., repetitive)",TARL
199-D5-104,4/14/2015,310,,"Routine (i.e., repetitive)",TARL
199-D5-104,4/15/2015,303,,In Process,FIELD
199-D5-104,4/23/2015,315,,In Process,FIELD
199-D5-104,4/30/2015,293,,In Process,FIELD
199-D5-104,5/6/2015,289,,In Process,FIELD
199-D5-104,5/13/2015,280,,In Process,FIELD
199-D5-104,5/20/2015,272,,In Process,FIELD
199-D5-104,5/21/2015,273,,"Routine (i.e., repetitive)",TARL
199-D5-104,5/27/2015,264,,In Process,FIELD
199-D5-104,6/3/2015,260,,In Process,FIELD
199-D5-104,6/9/2015,259,,In Process,FIELD
199-D5-104,6/11/2015,265,,"Routine (i.e., repetitive)",TARL
199-D5-104,6/11/2015,266,,"Routine (i.e., repetitive)",TARL
199-D5-104,6/16/2015,267,,In Process,FIELD
199-D5-104,6/24/2015,257,,In Process,FIELD
199-D5-104,6/29/2015,257,,In Process,FIELD
199-D5-104,7/9/2015,262,,In Process,FIELD
199-D5-104,7/14/2015,251,,In Process,FIELD
199-D5-104,7/23/2015,263,,In Process,FIELD
199-D5-104,7/27/2015,261,,"Routine (i.e., repetitive)",TARL
199-D5-104,7/27/2015,256,,"Routine (i.e., repetitive)",TARL
199-D5-104,7/28/2015,257,,In Process,FIELD
199-D5-104,8/3/2015,256,,In Process,FIELD
199-D5-104,8/10/2015,262,,In Process,FIELD
199-D5-104,8/18/2015,242,,In Process,FIELD
199-D5-104,8/24/2015,251,,In Process,FIELD
199-D5-104,9/1/2015,253,,In Process,FIELD
199-D5-104,9/10/2015,222,,In Process,FIELD
199-D5-104,9/16/2015,201,,In Process,FIELD
199-D5-104,9/21/2015,222,,In Process,FIELD
199-D5-104,10/1/2015,227,,In Process,FIELD
199-D5-104,10/6/2015,225,,In Process,FIELD
199-D5-104,10/14/2015,217,,In Process,FIELD
199-D5-104,10/19/2015,220,,"Routine (i.e., repetitive)",TARL
199-D5-104,10/19/2015,210,,"Routine (i.e., repetitive)",TARL
199-D5-104,10/19/2015,226,,In Process,FIELD
199-D5-104,10/20/2015,217,,In Process,FIELD
199-D5-104,10/29/2015,195,,In Process,FIELD
199-D5-104,11/5/2015,200,,In Process,FIELD
199-D5-104,11/9/2015,199,,In Process,FIELD
199-D5-104,11/11/2015,190,,"Routine (i.e., repetitive)",TARL
199-D5-104,11/18/2015,175,,In Process,FIELD
199-D5-104,11/24/2015,186,,In Process,FIELD
199-D5-104,12/1/2015,180,,"Routine (i.e., repetitive)",TARL
199-D5-104,12/3/2015,184,,In Process,FIELD
199-D5-104,12/7/2015,177,,In Process,FIELD
199-D5-104,12/15/2015,173,,In Process,FIELD
199-D5-104,12/21/2015,166,,In Process,FIELD
199-D5-104,12/28/2015,156,,In Process,FIELD
199-D5-104,1/4/2016,147,,In Process,FIELD
199-D5-104,1/7/2016,150,,"Routine (i.e., repetitive)",TARL
199-D5-104,1/14/2016,158,,In Process,FIELD
199-D5-104,1/18/2016,161,,In Process,FIELD
199-D5-104,2/3/2016,152,,In Process,FIELD
199-D5-104,2/8/2016,139,,In Process,FIELD
199-D5-104,2/18/2016,148,,In Process,FIELD
199-D5-104,2/22/2016,142,,In Process,FIELD
199-D5-104,2/29/2016,130,,"Routine (i.e., repetitive)",TARL
199-D5-104,3/1/2016,136,,In Process,FIELD
199-D5-104,3/7/2016,135,,In Process,FIELD
199-D5-104,3/15/2016,128,,In Process,FIELD
199-D5-104,3/22/2016,130,,In Process,FIELD
199-D5-104,3/28/2016,126,,In Process,FIELD
199-D5-104,4/4/2016,123,,In Process,FIELD
199-D5-104,4/18/2016,121,,In Process,FIELD
199-D5-104,4/25/2016,117,,In Process,FIELD
199-D5-104,5/2/2016,102,,In Process,FIELD
199-D5-104,5/11/2016,115,,In Process,FIELD
199-D5-104,5/17/2016,115,,In Process,FIELD
199-D5-104,5/23/2016,112,,In Process,FIELD
199-D5-104,5/26/2016,110,H,"Routine (i.e., repetitive)",TARL
199-D5-104,6/2/2016,112,,In Process,FIELD
199-D5-104,6/8/2016,107,,In Process,FIELD
199-D5-104,6/13/2016,110,,In Process,FIELD
199-D5-104,6/20/2016,98,,In Process,FIELD
199-D5-104,6/27/2016,87,,In Process,FIELD
199-D5-104,7/13/2016,108,,In Process,FIELD
199-D5-104,7/19/2016,103,,In Process,FIELD
199-D5-104,7/25/2016,100,,In Process,FIELD
199-D5-104,8/1/2016,93,,In Process,FIELD
199-D5-104,8/10/2016,101,G,In Process,FIELD
199-D5-104,8/15/2016,98,,In Process,FIELD
199-D5-104,8/17/2016,94,,"Routine (i.e., repetitive)",TARL
199-D5-104,8/25/2016,101,,In Process,FIELD
199-D5-104,8/30/2016,98,,In Process,FIELD
199-D5-104,9/6/2016,97,,In Process,FIELD
199-D5-104,9/14/2016,97,,In Process,FIELD
199-D5-104,9/21/2016,101,,In Process,FIELD
199-D5-104,9/28/2016,81,,In Process,FIELD
199-D5-104,10/5/2016,91,,In Process,FIELD
199-D5-104,10/12/2016,92,,In Process,FIELD
199-D5-104,10/19/2016,88,,In Process,FIELD
199-D5-104,10/26/2016,84,,In Process,FIELD
